1	0.0	1.0
2	0.0	1.0
3	0.0	1.0
4	0.0	1.0
5	0.0	1.0
6	0.166666	0.833333
7	0.142857	0.857142
8	0.125	0.875
9	0.222222	0.777777
10	0.2	0.8
11	0.181818	0.818181
12	0.25	0.75
13	0.230769	0.76923
14	0.214285	0.785714
15	0.266666	0.733333
16	0.25	0.75
17	0.235294	0.705882
18	0.277777	0.722222
19	0.263157	0.736842
20	0.3	0.7
21	0.285714	0.714285
22	0.272727	0.681818
23	0.304347	0.695652
24	0.291666	0.708333
25	0.32	0.68
26	0.307692	0.692307
27	0.296296	0.703703
28	0.321428	0.678571
29	0.310344	0.689655
30	0.333333	0.666666
31	0.32258	0.677419
32	0.3125	0.6875
33	0.333333	0.666666
34	0.323529	0.67647
35	0.342857	0.657142
36	0.333333	0.666666
37	0.351351	0.648648
38	0.342105	0.657894
39	0.333333	0.666666
40	0.35	0.65
41	0.341463	0.658536
42	0.357142	0.642857
43	0.348837	0.651162
44	0.363636	0.636363
45	0.355555	0.644444
46	0.347826	0.652173
47	0.361702	0.638297
48	0.354166	0.645833
49	0.367346	0.632653
50	0.36	0.64
51	0.372549	0.62745
52	0.365384	0.634615
53	0.35849	0.641509
54	0.37037	0.629629
55	0.363636	0.636363
56	0.375	0.625
57	0.368421	0.631578
58	0.362068	0.637931
59	0.372881	0.627118
60	0.366666	0.616666
61	0.377049	0.62295
62	0.370967	0.629032
63	0.380952	0.619047
64	0.375	0.625
65	0.384615	0.615384
66	0.378787	0.621212
67	0.388059	0.626865
68	0.382352	0.617647
69	0.376811	0.608695
70	0.385714	0.614285
71	0.380281	0.619718
72	0.388888	0.611111
73	0.383561	0.616438
74	0.391891	0.621621
75	0.386666	0.613333
76	0.381578	0.605263
77	0.38961	0.610389
78	0.397435	0.615384
79	0.392405	0.607594
80	0.3875	0.6125
81	0.395061	0.604938
82	0.390243	0.609756
83	0.39759	0.602409
84	0.392857	0.607142
85	0.4	0.6
86	0.395348	0.604651
87	0.390804	0.609195
88	0.397727	0.602272
89	0.393258	0.606741
90	0.4	0.6
91	0.395604	0.604395
92	0.402173	0.597826
93	0.397849	0.60215
94	0.393617	0.595744
95	0.4	0.6
96	0.40625	0.59375
97	0.402061	0.597938
98	0.397959	0.60204
99	0.40404	0.595959
